cveID,cveYear,vendorProject,product,vulnerabilityName,dateAdded,dueDate,shortDescription,requiredAction,knownRansomwareCampaignUse,notes,cwes
CVE-2018-6882,2018,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,2022-04-19,2022-05-10,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-6882,['CWE-79']
CVE-2019-3568,2019,Meta Platforms,WhatsApp,WhatsApp VOIP Stack Buffer Overflow Vulnerability,2022-04-19,2022-05-10,A buffer overflow vulnerability in WhatsApp VOIP stack allowed remote code execution via specially crafted series of RTCP packets sent to a target phone number.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-3568,['CWE-122']
CVE-2022-22718,2022,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,2022-04-19,2022-05-10,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22718,
CVE-2022-22960,2022,VMware,Multiple Products,VMware Multiple Products Privilege Escalation Vulnerability,2022-04-15,2022-05-06,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a privilege escalation vulnerability due to improper permissions in support scripts.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22960,['CWE-250']
CVE-2022-1364,2022,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2022-04-15,2022-05-06,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-1364,['CWE-843']
CVE-2019-3929,2019,Crestron,Multiple Products,Crestron Multiple Products Command Injection Vulnerability,2022-04-15,2022-05-06,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-3929,['CWE-79']
CVE-2019-16057,2019,D-Link,DNS-320 Storage Device,D-Link DNS-320 Remote Code Execution Vulnerability,2022-04-15,2022-05-06,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,True,https://nvd.nist.gov/vuln/detail/CVE-2019-16057,['CWE-78']
CVE-2018-7841,2018,Schneider Electric,U.motion Builder,Schneider Electric U.motion Builder SQL Injection Vulnerability,2022-04-15,2022-05-06,A SQL Injection vulnerability exists in U.motion Builder software which could cause unwanted code execution when an improper set of characters is entered.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2018-7841,['CWE-89']
CVE-2016-4523,2016,Trihedral,VTScada (formerly VTS),Trihedral VTScada (formerly VTS) Denial-of-Service Vulnerability,2022-04-15,2022-05-06,The WAP interface in Trihedral VTScada (formerly VTS) allows remote attackers to cause a denial-of-service (DoS).,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-4523,['CWE-119']
CVE-2014-0780,2014,InduSoft,Web Studio,InduSoft Web Studio NTWebServer Directory Traversal Vulnerability,2022-04-15,2022-05-06,"InduSoft Web Studio NTWebServer contains a directory traversal vulnerability that allows remote attackers to read administrative passwords in APP files, allowing for remote code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-0780,['CWE-22']
CVE-2010-5330,2010,Ubiquiti,AirOS,Ubiquiti AirOS Command Injection Vulnerability,2022-04-15,2022-05-06,Certain Ubiquiti devices contain a command injection vulnerability via a GET request to stainfo.cgi.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2010-5330,['CWE-77']
CVE-2007-3010,2007,Alcatel,OmniPCX Enterprise,Alcatel OmniPCX Enterprise Remote Code Execution Vulnerability,2022-04-15,2022-05-06,masterCGI in the Unified Maintenance Tool in Alcatel OmniPCX Enterprise Communication Server allows remote attackers to execute arbitrary commands.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2007-3010,['CWE-20']
CVE-2022-22954,2022,VMware,Workspace ONE Access and Identity Manager,VMware Workspace ONE Access and Identity Manager Server-Side Template Injection Vulnerability,2022-04-14,2022-05-05,VMware Workspace ONE Access and Identity Manager allow for remote code execution due to server-side template injection.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2022-22954,['CWE-94']
CVE-2022-24521,2022,Microsoft,Windows,Microsoft Windows CLFS Driver Privilege Escalation Vulnerability,2022-04-13,2022-05-04,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2022-24521,"['CWE-787', 'CWE-1285']"
CVE-2018-7602,2018,Drupal,Core,Drupal Core Remote Code Execution Vulnerability,2022-04-13,2022-05-04,A remote code execution vulnerability exists within multiple subsystems of Drupal that can allow attackers to exploit multiple attack vectors on a Drupal site.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-7602,
CVE-2018-20753,2018,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA Remote Code Execution Vulnerability,2022-04-13,2022-05-04,Kaseya VSA RMM allows unprivileged remote attackers to execute PowerShell payloads on all managed devices.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-20753,
CVE-2015-5123,2015,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,2022-04-13,2022-05-04,Use-after-free vulnerability in the BitmapData class in the ActionScript 3 (AS3) implementation in Adobe Flash Player allows remote attackers to execute code or cause a denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-5123,['CWE-416']
CVE-2015-5122,2015,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,2022-04-13,2022-05-04,Use-after-free vulnerability in the DisplayObject class in the ActionScript 3 (AS3) implementation in Adobe Flash Player allows remote attackers to execute code or cause a denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-5122,['CWE-416']
CVE-2015-3113,2015,Adobe,Flash Player,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability,2022-04-13,2022-05-04,Heap-based buffer overflow vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-3113,['CWE-119']
CVE-2015-2502,2015,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2022-04-13,2022-05-04,Microsoft Internet Explorer contains a memory corruption vulnerability that allows an attacker to execute code or cause a denial-of-service (DoS).,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-2502,['CWE-119']
CVE-2015-0313,2015,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,2022-04-13,2022-05-04,Use-after-free vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-0313,['CWE-416']
CVE-2015-0311,2015,Adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability,2022-04-13,2022-05-04,Unspecified vulnerability in Adobe Flash Player allows remote attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-0311,
CVE-2014-9163,2014,Adobe,Flash Player,Adobe Flash Player Stack-Based Buffer Overflow Vulnerability,2022-04-13,2022-05-04,Stack-based buffer overflow in Adobe Flash Player allows attackers to execute code remotely.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-9163,
CVE-2022-23176,2022,WatchGuard,Firebox and XTM,WatchGuard Firebox and XTM Privilege Escalation Vulnerability,2022-04-11,2022-05-02,WatchGuard Firebox and XTM appliances allow a remote attacker with unprivileged credentials to access the system with a privileged management session via exposed management access.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-23176,
CVE-2021-42287,2021,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,2022-04-11,2022-05-02,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-42287,['CWE-269']
CVE-2021-42278,2021,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,2022-04-11,2022-05-02,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-42278,['CWE-20']
CVE-2021-39793,2021,Google,Pixel,Google Pixel Out-of-Bounds Write Vulnerability,2022-04-11,2022-05-02,Google Pixel contains a possible out-of-bounds write due to a logic error in the code that could lead to local escalation of privilege.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-39793,['CWE-787']
CVE-2021-27852,2021,Checkbox,Checkbox Survey,Checkbox Survey Deserialization of Untrusted Data Vulnerability,2022-04-11,2022-05-02,Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code.,Versions 6 and earlier for this product are end-of-life and must be removed from agency networks. Versions 7 and later are not considered vulnerable.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-27852,['CWE-502']
CVE-2021-22600,2021,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-04-11,2022-05-02,Linux Kernel contains a flaw in the packet socket (AF_PACKET) implementation which could lead to incorrectly freeing memory. A local user could exploit this for denial-of-service (DoS) or possibly for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-22600,['CWE-415']
CVE-2020-2509,2020,QNAP,QNAP Network-Attached Storage (NAS),QNAP Network-Attached Storage (NAS) Command Injection Vulnerability,2022-04-11,2022-05-02,QNAP NAS devices contain a command injection vulnerability which could allow attackers to perform remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-2509,"['CWE-77', 'CWE-78']"
CVE-2017-11317,2017,Telerik,User Interface (UI) for ASP.NET AJAX,Telerik UI for ASP.NET AJAX Unrestricted File Upload Vulnerability,2022-04-11,2022-05-02,Telerik.Web.UI in Progress Telerik UI for ASP.NET AJAX allows remote attackers to perform arbitrary file uploads or execute arbitrary code.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-11317,['CWE-326']
CVE-2021-3156,2021,Sudo,Sudo,Sudo Heap-Based Buffer Overflow Vulnerability,2022-04-06,2022-04-27,"Sudo contains an off-by-one error that can result in a heap-based buffer overflow, which allows for privilege escalation.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-3156,"['CWE-122', 'CWE-193']"
CVE-2021-31166,2021,Microsoft,HTTP Protocol Stack,Microsoft HTTP Protocol Stack Remote Code Execution Vulnerability,2022-04-06,2022-04-27,Microsoft HTTP Protocol Stack contains a vulnerability in http.sys that allows for remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31166,['CWE-416']
CVE-2017-0148,2017,Microsoft,SMBv1 server,Microsoft SMBv1 Server Remote Code Execution Vulnerability,2022-04-06,2022-04-27,The SMBv1 server in Microsoft allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2017-0148,['CWE-20']
CVE-2022-22965,2022,VMware,Spring Framework,Spring Framework JDK 9+ Remote Code Execution Vulnerability,2022-04-04,2022-04-25,Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,['CWE-94']
CVE-2022-22675,2022,Apple,macOS,Apple macOS Out-of-Bounds Write Vulnerability,2022-04-04,2022-04-25,macOS Monterey contains an out-of-bounds write vulnerability that could allow an application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22675,"['CWE-20', 'CWE-125']"
